team,Pos,kills_per_set,blocks_per_set,reception
Alice Lloyd,OH,20,19,13
Alice Lloyd,S,1,0,0
Alice Lloyd,DS,0,0,50
Alice Lloyd,OH,27,12,8
Alice Lloyd,DS,0,0,30
Alice Lloyd,RS,0,0,9
Alice Lloyd,DS,0,0,0
Alice Lloyd,OH,6,11,3
Alice Lloyd,S,0,0,22
Alice Lloyd,OH,32,30,10
Alice Lloyd,RS,30,43,22
Alice Lloyd,S,1,0,0
Alice Lloyd,MH,0,17,0
Alice Lloyd,OH,14,18,3
Alice Lloyd,MH,14,35,1
Alice Lloyd,MH,35,69,0
Antelope Valley,D,1,0,4
Antelope Valley,OH,55,10,33
Antelope Valley,S,0,0,0
Antelope Valley,LS,2,0,31
Antelope Valley,S/OPP,7,17,0
Antelope Valley,S/RS,0,0,0
Antelope Valley,OH,24,27,0
Antelope Valley,OH,0,0,3
Antelope Valley,M,15,43,1
Antelope Valley,OH,11,5,12
Antelope Valley,LIBERO/D,0,0,0
Antelope Valley,S/OPP,3,4,2
Antelope Valley,OH/OPP,26,26,2
Antelope Valley,LIBERO,2,2,41
Antelope Valley,OH,28,16,20
Antelope Valley,OH/OPP,3,6,1
Aquinas,MH,28,45,0
Aquinas,S,15,38,0
Aquinas,OH,33,27,14
Aquinas,DS,2,0,15
Aquinas,DS,1,0,38
Aquinas,MH,24,23,0
Aquinas,MH,27,71,0
Aquinas,DS,0,0,52
Aquinas,OH,26,0,1
Aquinas,MH,49,89,1
Aquinas,DS,4,2,33
Aquinas,MH,0,0,0
Aquinas,OH,8,3,28
Aquinas,MH,42,56,2
Aquinas,S,6,23,43
Aquinas,OH,56,43,25
Arizona Christian,LB,0,0,16
Arizona Christian,MB,16,50,0
Arizona Christian,OH,35,16,61
Arizona Christian,DS,0,0,50
Arizona Christian,OH,16,10,9
Arizona Christian,DS,0,0,27
Arizona Christian,MB,16,31,1
Arizona Christian,OH,19,41,0
Arizona Christian,S,4,0,0
Arizona Christian,RS,52,50,0
Arizona Christian,OH,34,30,27
Arizona Christian,MB,26,49,0
Arizona Christian,MB,44,56,3
Arizona Christian,S,6,2,0
Ave Maria,DS,1,0,27
Ave Maria,MB,44,77,0
Ave Maria,LB,1,0,49
Ave Maria,DS,7,10,10
Ave Maria,OH,67,40,8
Ave Maria,OH,49,18,21
Ave Maria,DS,1,0,9
Ave Maria,S,22,46,0
Ave Maria,OH,12,20,0
Ave Maria,S,19,46,1
Ave Maria,MB,51,64,0
Ave Maria,S,0,0,2
Ave Maria,DS,0,0,28
Avila,L,0,0,55
Avila,OH,13,26,1
Avila,S,10,2,0
Avila,OPP,29,49,0
Avila,OH,39,17,26
Avila,DS,0,0,0
Avila,DS,0,0,10
Avila,RS,23,14,1
Avila,MB,0,0,0
Avila,S,4,0,0
Avila,S/DS,0,0,0
Avila,S/DS,0,0,0
Avila,MB,57,65,1
Avila,OH,#VALUE!,#VALUE!,#VALUE!
Avila,MB,22,38,0
Avila,OH/DS,8,15,1
Avila,OH,48,12,27
Avila,DS,0,0,65
Avila,DS,0,0,35
Avila,S/DS,1,0,5
Avila,S,0,0,4
Baker,S,0,0,3
Baker,OH,54,23,35
Baker,RS,37,25,0
Baker,OH,35,16,43
Baker,LIB,0,0,53
Baker,S,1,2,0
Baker,LIB,0,0,27
Baker,RS,16,17,7
Baker,MB,55,51,1
Baker,LIB,3,0,0
Baker,MB,18,38,0
Baker,MB,14,38,0
Baker,OH,0,0,0
Baker,MB,0,35,0
Baker,LIB,0,0,15
Baker,DS,#VALUE!,#VALUE!,#VALUE!
Baker,DS,0,0,0
Baker,S,7,15,0
Baker,OH,0,0,0
Baker,OH,8,14,1
Baker,LIB,0,0,38
Bellevue,DS,0,0,7
Bellevue,DS,0,0,20
Bellevue,OH,0,0,0
Bellevue,OH,61,33,60
Bellevue,MB,40,58,0
Bellevue,MB/RS,50,92,3
Bellevue,S,30,36,0
Bellevue,MB,8,14,0
Bellevue,MB,34,59,0
Bellevue,DS,0,0,28
Bellevue,S,2,9,0
Bellevue,L/DS,0,0,40
Bellevue,RS,60,40,0
Bellevue,OH,0,0,0
Bellevue,RS/S,46,35,56
Benedictine,MH,0,0,0
Benedictine,S,1,0,0
Benedictine,DS,0,0,8
Benedictine,OH,54,20,0
Benedictine,S,2,0,0
Benedictine,MB,18,46,0
Benedictine,MH,5,0,0
Benedictine,S,1,2,0
Benedictine,OH/DS,50,18,83
Benedictine,DS/L,#VALUE!,#VALUE!,#VALUE!
Benedictine,S/DS,0,0,0
Benedictine,MH,0,0,0
Benedictine,OH,12,0,0
Benedictine,DS/L,4,0,0
Benedictine,DS/L,0,0,66
Benedictine,RS,43,35,0
Benedictine,MH,20,0,0
Benedictine,MH,37,38,0
Benedictine,OH,0,0,0
Benedictine,MH/RS,35,55,0
Benedictine,OH,44,23,62
Benedictine,OH,#VALUE!,#VALUE!,#VALUE!
Benedictine,MH,#VALUE!,#VALUE!,#VALUE!
Benedictine,OH/RS,#VALUE!,#VALUE!,#VALUE!
Benedictine,DS/L,0,0,0
Benedictine,OH,3,0,0
Benedictine,MH,0,0,0
Benedictine,DS,#VALUE!,#VALUE!,#VALUE!
Benedictine,S,#VALUE!,#VALUE!,#VALUE!
Benedictine,MH,#VALUE!,#VALUE!,#VALUE!
Benedictine Mesa,DS,0,0,28
Benedictine Mesa,L,0,0,55
Benedictine Mesa,RS,31,24,2
Benedictine Mesa,OH,23,11,2
Benedictine Mesa,OH,67,17,32
Benedictine Mesa,S,2,1,0
Benedictine Mesa,OH,70,23,45
Benedictine Mesa,OH,47,20,6
Benedictine Mesa,DS,0,0,23
Benedictine Mesa,MB,10,34,0
Benedictine Mesa,OH,#VALUE!,#VALUE!,#VALUE!
Benedictine Mesa,DS,0,0,0
Benedictine Mesa,RS,0,0,0
Benedictine Mesa,RS,16,36,0
Benedictine Mesa,MB,21,44,0
Bethany,DS,0,0,44
Bethany,DS,0,0,7
Bethany,OH,43,14,27
Bethany,OH,17,17,3
Bethany,MB,#VALUE!,#VALUE!,#VALUE!
Bethany,S,1,0,0
Bethany,RS,39,29,2
Bethany,OH,32,22,14
Bethany,DS,0,0,0
Bethany,S,2,0,0
Bethany,MB,#VALUE!,#VALUE!,#VALUE!
Bethany,MB,31,30,6
Bethany,S,0,0,0
Bethany,S,#VALUE!,#VALUE!,#VALUE!
Bethany,RS,0,0,0
Bethany,DS,0,0,2
Bethany,MB,31,58,0
Bethany,RS,0,0,0
Bethany,OH,25,35,0
Bethany,RS,#VALUE!,#VALUE!,#VALUE!
Bethany,DS,1,0,32
Bethany,OH,7,41,0
Bethany,MB,9,45,0
Bethany,MB,#VALUE!,#VALUE!,#VALUE!
Bethany,DS,0,0,2
Bethany,S,1,0,0
Bethany,MB,#VALUE!,#VALUE!,#VALUE!
Bethany,DS,0,0,76
Bethany,S,0,0,0
Bethany,RS,#VALUE!,#VALUE!,#VALUE!
Bethel (IN),OH,42,23,15
Bethel (IN),S,0,0,1
Bethel (IN),DS,0,0,50
Bethel (IN),S,0,0,17
Bethel (IN),DS,0,0,51
Bethel (IN),LB,0,0,38
Bethel (IN),RS,10,37,0
Bethel (IN),S,35,35,2
Bethel (IN),MB,45,79,2
Bethel (IN),MB,48,79,2
Bethel (IN),RS,26,40,9
Bethel (IN),RS,14,25,0
Bethel (IN),DS,1,0,1
Bethel (IN),OH,48,28,9
Bethel (KS),DS,0,0,31
Bethel (KS),OH,69,26,11
Bethel (KS),S,1,6,1
Bethel (KS),S,2,5,7
Bethel (KS),OH,49,21,23
Bethel (KS),OH,28,20,3
Bethel (KS),OH,0,1,47
Bethel (KS),S,#VALUE!,#VALUE!,#VALUE!
Bethel (KS),MH,20,61,0
Bethel (KS),DS,0,0,0
Bethel (KS),DS,0,0,0
Bethel (KS),RS,25,25,1
Bethel (KS),OH,0,0,0
Bethel (KS),DS,1,0,46
Bethel (KS),OH,#VALUE!,#VALUE!,#VALUE!
Bethel (KS),RS,#VALUE!,#VALUE!,#VALUE!
Bethel (KS),MB,40,56,1
Bethel (KS),DS,#VALUE!,#VALUE!,#VALUE!
Bethel (KS),MH,32,23,0
Bethel (KS),DS,3,0,0
Bethel (KS),N/A,#VALUE!,#VALUE!,#VALUE!
Bethel (KS),RS,0,0,0
Bethel (KS),MB,#VALUE!,#VALUE!,#VALUE!
Bethel (TN),OH,47,22,34
Bethel (TN),DS,0,0,28
Bethel (TN),MB,20,44,1
Bethel (TN),OH,18,28,0
Bethel (TN),S,43,27,2
Bethel (TN),S,4,0,0
Bethel (TN),DS/OH,0,1,0
Bethel (TN),DS,2,0,20
Bethel (TN),OH,0,0,57
Bethel (TN),S,80,14,61
Bethel (TN),MB,15,27,2
Blue Mountain,DS,0,0,41
Blue Mountain,DS,21,16,4
Blue Mountain,RS,2,9,0
Blue Mountain,OH,44,41,30
Blue Mountain,MB,36,56,0
Blue Mountain,DS,1,0,26
Blue Mountain,OH,43,6,25
Blue Mountain,DS,2,0,0
Blue Mountain,MB,31,61,0
Blue Mountain,S,2,0,0
Blue Mountain,OH,36,8,16
Blue Mountain,MB,30,43,0
Blue Mountain,RS,31,16,0
Blue Mountain,RS,69,28,0
Blue Mountain,RS,35,25,0
Blue Mountain,S,3,3,0
Blue Mountain,S,3,12,0
Blue Mountain,OH,2,1,5
Bluefield,N/A,52,12,43
Bluefield,OH,37,58,1
Bluefield,OH,67,12,47
Bluefield,OH,0,0,22
Bluefield,OH,18,2,22
Bluefield,S,1,7,0
Bluefield,DS,0,0,11
Bluefield,DS,1,0,60
Bluefield,OH,0,0,0
Bluefield,OH,18,19,0
Bluefield,S,5,9,0
Bluefield,MB,15,39,0
Bluefield,DS,0,0,5
Bluefield,MB,29,56,0
Bluefield,RS,62,49,1
Bluefield,DS,0,0,0
Bluefield,MB,9,27,0
Brenau,DS,0,0,2
Brenau,DS/L,3,0,6
Brenau,OH,20,8,6
Brenau,S,0,0,0
Brenau,MH,26,26,5
Brenau,OH,22,37,1
Brenau,MH,96,15,63
Brenau,OH,19,29,0
Brenau,DS,40,23,0
Brenau,DS,1,0,52
Brenau,L,0,0,3
Brenau,S,0,0,62
Brenau,OH,6,10,1
Brescia,OH,39,12,42
Brescia,MB,24,23,3
Brescia,OH,51,66,15
Brescia,DS,1,0,44
Brescia,OH,50,31,29
Brescia,DS,1,0,19
Brescia,OH,26,35,1
Brescia,S,10,8,0
Brescia,DS,0,0,6
Brescia,S/RS,8,12,0
Brewton-Parker,LB,0,0,53
Brewton-Parker,S,8,8,1
Brewton-Parker,OH,11,7,34
Brewton-Parker,OH,32,15,10
Brewton-Parker,MB,19,25,1
Brewton-Parker,LB,0,0,30
Brewton-Parker,S,0,0,0
Brewton-Parker,DS,1,0,14
Brewton-Parker,MH,17,23,2
Brewton-Parker,OH,25,11,21
Brewton-Parker,S,15,7,0
Briar Cliff,S,4,7,11
Briar Cliff,DS,0,0,46
Briar Cliff,OH,42,22,16
Briar Cliff,S,0,0,0
Briar Cliff,OH,6,6,15
Briar Cliff,MH,#VALUE!,#VALUE!,#VALUE!
Briar Cliff,RS,0,0,53
Briar Cliff,S,0,0,0
Briar Cliff,S,6,12,0
Briar Cliff,OH,55,21,53
Briar Cliff,OH,6,0,0
Briar Cliff,DS,0,0,21
Briar Cliff,MH,33,56,0
Briar Cliff,MH,12,0,0
Briar Cliff,MH,20,0,0
Briar Cliff,RS,13,22,0
Briar Cliff,MH,34,62,1
Briar Cliff,DS,#VALUE!,#VALUE!,#VALUE!
Briar Cliff,DS,#VALUE!,#VALUE!,#VALUE!
Briar Cliff,MH,17,31,2
Briar Cliff,DS,0,0,0
Briar Cliff,OH,#VALUE!,#VALUE!,#VALUE!
Briar Cliff,OH,#VALUE!,#VALUE!,#VALUE!
Briar Cliff,OH,53,35,0
Bryan,DS,0,0,0
Bryan,OPP,18,22,0
Bryan,MB,12,50,0
Bryan,OPP,22,29,0
Bryan,OPP,34,53,0
Bryan,DS,0,0,66
Bryan,MB,15,17,0
Bryan,OPP,4,17,0
Bryan,S,0,0,0
Bryan,DS,0,0,37
Bryan,OH,71,30,60
Bryan,MB,29,63,0
Bryan,OH,45,5,6
Bryan,S,1,2,0
Bryan,OH,55,25,28
Bryan,S,5,0,0
Bryan,MB,42,84,0
Bushnell,OH,40,35,0
Bushnell,OH,47,15,18
Bushnell,DS,0,0,32
Bushnell,DS,0,0,7
Bushnell,RS,52,52,0
Bushnell,MB,37,71,0
Bushnell,RS,26,64,0
Bushnell,L,1,0,39
Bushnell,S,0,0,0
Bushnell,OH,#VALUE!,#VALUE!,#VALUE!
Bushnell,S,1,0,0
Bushnell,S,10,26,0
Bushnell,DS,0,0,26
Bushnell,OH,29,7,5
Bushnell,MB,#VALUE!,#VALUE!,#VALUE!
Bushnell,MB,0,35,0
Bushnell,OH,55,35,51
Bushnell,SO,22,71,1
Bushnell,S,0,0,0
Calumet,OH,21,33,0
Calumet,DS,0,0,24
Calumet,L/DS,1,0,24
Calumet,P/M,36,26,4
Calumet,P/DS,10,0,35
Calumet,M,22,30,41
Calumet,OH,65,19,33
Calumet,RS,2,2,0
Calumet,L/S,6,5,10
Calumet,L/S,0,1,12
Calumet,DS,0,0,10
Calumet,S,4,11,0
Calumet,P,49,12,2
Calumet,M,0,0,0
Campbellsville,MB,34,79,0
Campbellsville,DS,1,0,31
Campbellsville,S,10,10,0
Campbellsville,DS,1,0,43
Campbellsville,MH,43,29,0
Campbellsville,OH,19,12,0
Campbellsville,S,2,4,0
Campbellsville,MB,51,31,4
Campbellsville,DS,0,0,0
Campbellsville,MB,29,49,1
Campbellsville,DS,1,0,41
Campbellsville,S,71,28,11
Campbellsville,OH,54,29,12
Cardinal Stritch,OH,3,6,21
Cardinal Stritch,L/DS,0,0,18
Cardinal Stritch,MH/RS,23,23,16
Cardinal Stritch,DS,6,7,2
Cardinal Stritch,RS/OH,21,33,16
Cardinal Stritch,MH,28,33,1
Cardinal Stritch,RS/MH,#VALUE!,#VALUE!,#VALUE!
Cardinal Stritch,L/DS,0,0,59
Cardinal Stritch,OH,24,7,0
Cardinal Stritch,OH,31,28,8
Cardinal Stritch,OH,64,28,72
Cardinal Stritch,MH,28,56,0
Cardinal Stritch,S,6,5,0
Cardinal Stritch,MH,49,79,2
Carlow,OH,0,0,24
Carlow,OH,0,0,28
Carlow,MH,0,0,0
Carlow,OH,0,0,34
Carlow,OH,58,27,28
Carlow,MH,18,23,0
Carlow,DS,21,12,6
Carlow,DS,0,0,0
Carlow,OH,40,3,14
Carlow,S,2,2,0
Carlow,DS,11,0,0
Carlow,DS,0,0,0
Carlow,MH,38,51,0
Carlow,RS,34,28,6
Carlow,S,0,0,0
Carlow,MH,6,32,0
Carlow,DS,0,0,5
Carroll,OH,41,33,5
Carroll,DS,0,0,6
Carroll,OH,0,0,0
Carroll,DS,2,0,42
Carroll,MH,61,59,13
Carroll,S,0,0,0
Carroll,OH,15,0,0
Carroll,MH,17,49,0
Carroll,OH,55,23,71
Carroll,MH,2,3,0
Carroll,DS,0,0,74
Carroll,MH,30,28,4
Carroll,DS,0,0,0
Carroll,S,21,32,0
Central Baptist,DS,3,2,37
Central Baptist,S,8,7,1
Central Baptist,DS,26,8,47
Central Baptist,DS,2,0,14
Central Baptist,S,1,0,16
Central Baptist,OH,#VALUE!,#VALUE!,#VALUE!
Central Baptist,OPP/S,64,9,19
Central Baptist,MB,33,16,3
Central Baptist,DS,33,25,33
Central Baptist,OH,60,10,2
Central Baptist,OH,2,29,0
Central Baptist,MB,22,28,1
Central Christian,S,10,6,0
Central Christian,DS,0,0,51
Central Christian,DS,0,0,9
Central Christian,S,0,0,25
Central Christian,OH,35,7,18
Central Christian,OH,23,13,4
Central Christian,MH,18,27,0
Central Christian,OH,57,25,7
Central Christian,DS,1,0,29
Central Christian,MH,15,30,0
Central Christian,OH,0,0,0
Central Christian,S,0,0,0
Central Christian,RS,6,0,0
Central Christian,DS,0,4,3
Central Christian,OH,46,25,36
Central Christian,OH,0,0,0
Central Christian,OH,29,8,12
Central Christian,DS,0,0,33
Central Christian,OH,22,17,9
Central Methodist,S,3,0,0
Central Methodist,OH,28,12,25
Central Methodist,OH,38,41,0
Central Methodist,OH,35,15,44
Central Methodist,OH,42,66,2
Central Methodist,OH,12,11,38
Central Methodist,DS,0,0,49
Central Methodist,S,0,0,0
Central Methodist,OH,19,25,0
Central Methodist,OPP,0,0,0
Central Methodist,DS,69,50,11
Central Methodist,MH,0,0,0
Central Methodist,DS,33,53,0
Central Methodist,S,0,0,1
Central Methodist,S,17,12,0
Central Methodist,DS,4,0,0
CIU,DS,0,0,7
CIU,DS,0,0,0
CIU,DS,0,0,0
CIU,MB,11,62,0
CIU,DS,0,0,0
CIU,LB,0,0,0
CIU,OH,35,20,1
CIU,OH,8,0,4
CIU,OH,40,0,0
CIU,DS,0,0,0
CIU,S,78,33,0
CIU,MB,0,0,0
CIU,S,5,2,1
CIU,MB,49,35,0
CIU,OH,34,59,1
CIU,RS,0,0,0
CIU,S,0,0,1
CIU,S,8,10,1
CIU,DS,1,0,4
CIU,OH,13,14,56
CIU,OH,41,11,74
CIU,OH,35,24,1
CIU,DS,0,0,91
CIU,MB,#VALUE!,#VALUE!,#VALUE!
Clarke,L/DS,0,0,4
Clarke,OH,54,3,57
Clarke,S,13,13,0
Clarke,OH,3,20,0
Clarke,L/DS,0,0,12
Clarke,OH,53,23,41
Clarke,OH,0,0,0
Clarke,MH,30,57,0
Clarke,S,3,0,0
Clarke,OPP,39,30,22
Clarke,L/DS,#VALUE!,#VALUE!,#VALUE!
Clarke,OPP,48,43,2
Clarke,L/DS,0,0,42
Clarke,MH,10,51,0
Clarke,MH,23,23,0
Clarke,MH,#VALUE!,#VALUE!,#VALUE!
Coastal Georgia,OH,55,24,52
Coastal Georgia,OH,18,13,50
Coastal Georgia,DS,0,0,7
Coastal Georgia,S,0,1,0
Coastal Georgia,OH,13,17,24
Coastal Georgia,OH,26,7,4
Coastal Georgia,S,0,0,8
Coastal Georgia,MB,45,55,1
Coastal Georgia,DS,0,0,7
Coastal Georgia,MB,9,8,45
Coastal Georgia,MB,0,0,0
Coastal Georgia,DS,#VALUE!,#VALUE!,#VALUE!
Coastal Georgia,MB,17,49,0
Coastal Georgia,RS,27,18,0
Coastal Georgia,MB,16,22,0
Coastal Georgia,MB,32,60,0
Coastal Georgia,S,5,10,0
College of Idaho,S,8,19,0
College of Idaho,LB,0,0,26
College of Idaho,DS/L,0,0,0
College of Idaho,DS/L,0,0,28
College of Idaho,OH,41,19,5
College of Idaho,OH,53,35,0
College of Idaho,S,30,0,0
College of Idaho,OH,19,38,3
College of Idaho,MB,#VALUE!,#VALUE!,#VALUE!
College of Idaho,LB,40,10,20
College of Idaho,S,15,7,0
College of Idaho,MB,32,14,0
College of Idaho,MB,43,68,0
College of Idaho,OH,58,13,32
College of Idaho,OH,38,15,55
College of Idaho,MB,32,55,0
Columbia (MO),S,3,0,0
Columbia (MO),DS/L,0,0,18
Columbia (MO),S,0,0,0
Columbia (MO),RS,16,23,0
Columbia (MO),MH,38,66,0
Columbia (MO),DS/L,0,0,33
Columbia (MO),OH,54,24,3
Columbia (MO),S,12,15,0
Columbia (MO),OH,48,15,2
Columbia (MO),DS/L,0,0,23
Columbia (MO),OH,37,20,50
Columbia (MO),RS,55,33,4
Columbia (MO),MH,26,35,0
Columbia (MO),DS,0,0,2
Columbia (MO),DS,0,0,40
Columbia (MO),RS,23,8,0
Columbia (MO),MH,43,46,0
Columbia (MO),MH,30,45,0
Columbia (MO),OH/DS,1,0,0
Columbia (MO),OH,3,2,37
Columbia (MO),OH,54,29,4
Columbia (MO),RS,12,0,0
Columbia (SC),DS/L,0,0,48
Columbia (SC),DS,0,0,8
Columbia (SC),S/DS,0,0,0
Columbia (SC),MB,9,35,0
Columbia (SC),DS/L,0,1,25
Columbia (SC),OH/RS,8,5,2
Columbia (SC),MB,18,23,0
Columbia (SC),OH/MB,38,27,1
Columbia (SC),RS/DS,0,0,0
Columbia (SC),RS/OH,18,11,4
Columbia (SC),DS/L,0,0,9
Columbia (SC),DS/L,0,23,0
Columbia (SC),MB,5,40,0
Columbia (SC),OH/DS,11,38,17
Columbia (SC),S,1,0,0
Columbia (SC),DS/L,4,0,1
Columbia (SC),MB,32,71,5
Columbia (SC),OH/RS,28,28,2
Columbia (SC),OH/RS,26,21,48
Columbia (SC),MB,0,14,0
Columbia (SC),RS/OH,21,28,2
Columbia (SC),S/RS,0,1,0
Concordia (MI),OH,26,24,0
Concordia (MI),DS,1,0,3
Concordia (MI),OH,0,0,14
Concordia (MI),OH/DS,55,23,68
Concordia (MI),S,0,0,0
Concordia (MI),MB,12,41,0
Concordia (MI),S,4,2,9
Concordia (MI),RS,17,49,1
Concordia (MI),S/DS,1,0,5
Concordia (MI),MB,20,43,0
Concordia (MI),L/DS,0,0,56
Concordia (MI),OH,31,32,2
Concordia (MI),OH,31,22,46
Concordia (MI),MH,64,17,14
Concordia (MI),S,0,0,0
Concordia (Neb.),S,5,3,0
Concordia (Neb.),RS,16,0,0
Concordia (Neb.),S,10,25,0
Concordia (Neb.),DS,0,0,1
Concordia (Neb.),OH,52,14,12
Concordia (Neb.),DS,0,0,21
Concordia (Neb.),RS,10,0,0
Concordia (Neb.),OH,58,30,56
Concordia (Neb.),MB,62,70,1
Concordia (Neb.),OH,0,17,0
Concordia (Neb.),MB,8,28,0
Concordia (Neb.),DS,0,0,28
Concordia (Neb.),MB,38,44,0
Concordia (Neb.),MB,40,50,0
Concordia (Neb.),OH,24,12,0
Concordia (Neb.),DS,0,0,1
Concordia (Neb.),RS,51,41,0
Concordia (Neb.),DS,0,0,33
Concordia (Neb.),S,#VALUE!,#VALUE!,#VALUE!
Corban,OH,24,31,1
Corban,OH,68,41,48
Corban,OH,26,68,0
Corban,OPP/OH,51,38,1
Corban,DS,0,0,1
Corban,S/DS,0,1,0
Corban,DS,0,0,9
Corban,OH,84,18,46
Corban,DS/OH,0,0,0
Corban,MB,10,21,0
Corban,OH/OPP,25,23,0
Corban,S,0,0,0
Corban,MB,27,64,0
Corban,S,1,0,0
Corban,DS/L,0,0,48
Cornerstone,S,15,42,0
Cornerstone,S,0,0,0
Cornerstone,OH,33,12,1
Cornerstone,DS,2,0,69
Cornerstone,MH,0,0,0
Cornerstone,OH,47,22,60
Cornerstone,MH,38,61,0
Cornerstone,DS,0,0,5
Cornerstone,MH,57,79,0
Cornerstone,OH,39,46,6
Cornerstone,DS,0,0,42
Cornerstone,MH,13,48,0
Cornerstone,RS,26,15,0
Cornerstone,OH,58,24,39
Cornerstone,S,0,0,0
Cornerstone,OH,0,0,0
Cornerstone,OH,0,35,0
Cottey,OH,63,12,36
Cottey,MH,39,59,0
Cottey,RS,20,11,2
Cottey,S,0,0,0
Cottey,OH,7,2,37
Cottey,S,0,0,2
Cottey,S,3,1,5
Cottey,S,5,0,2
Cottey,S,10,5,12
Cottey,S,0,0,0
Cottey,LB,0,0,43
Cottey,OH,0,0,0
Cottey,RS,18,9,11
Cottey,OH,18,4,2
Cottey,OH,37,50,1
Cottey,MH,6,0,0
Cottey,LB,14,7,4
Cottey,DS,0,0,30
Cottey,MB,0,0,28
Cottey,OH,29,30,0
Cottey,MH,0,0,0
Crowley's Ridge,DS,0,0,0
Crowley's Ridge,DS/L,24,7,1
Crowley's Ridge,OH/DS,6,8,2
Crowley's Ridge,DS/L,0,0,54
Crowley's Ridge,MB/OPP,38,12,61
Crowley's Ridge,MB/OPP,0,1,27
Crowley's Ridge,OH/OPP,35,54,1
Culver-Stockton,DS,0,0,1
Culver-Stockton,OH,76,33,78
Culver-Stockton,MH,18,25,0
Culver-Stockton,DS,0,0,0
Culver-Stockton,OH,8,0,0
Culver-Stockton,OH,18,0,2
Culver-Stockton,OH/OPP,32,7,23
Culver-Stockton,DS,0,0,55
Culver-Stockton,OPP,66,49,1
Culver-Stockton,DS,0,0,34
Culver-Stockton,OH,17,12,7
Culver-Stockton,MH,16,51,1
Culver-Stockton,S,0,0,0
Culver-Stockton,DS,0,2,16
Culver-Stockton,MB,22,51,0
Culver-Stockton,S,0,0,0
Culver-Stockton,DS,2,0,0
Culver-Stockton,MB,13,23,0
Culver-Stockton,S,4,4,0
Culver-Stockton,MH,30,45,0
Cumberland,OH,43,35,1
Cumberland,S,0,0,1
Cumberland,MH,24,86,0
Cumberland,OH,47,24,21
Cumberland,OH,3,2,28
Cumberland,OH/RS,11,0,0
Cumberland,MH,48,73,0
Cumberland,S,0,0,1
Cumberland,MH/OH,22,46,0
Cumberland,MH,22,28,0
Cumberland,DS/L,0,0,56
Cumberland,S/RS,25,23,2
Cumberland,MH/OH,0,0,0
Cumberland,OH,27,64,0
Cumberland,OH/RS,55,23,46
Cumberland,DS/L,0,0,32
Cumberland,S,0,0,3
Cumberland,MH,1,0,1
Cumberlands,OH,#VALUE!,#VALUE!,#VALUE!
Cumberlands,S,0,0,32
Cumberlands,DS,0,0,77
Cumberlands,S,1,11,0
Cumberlands,S,6,10,0
Cumberlands,LB,0,0,0
Cumberlands,LB,0,0,0
Cumberlands,OH,9,6,0
Cumberlands,OH,6,7,0
Cumberlands,MH,24,48,3
Cumberlands,OH,#VALUE!,#VALUE!,#VALUE!
Cumberlands,MH,21,61,1
