team,Pos,kills_per_set,blocks_per_set,reception
St. Mary-Woods,L,3,1,17
St. Mary-Woods,OH,42,14,22
St. Mary-Woods,DS,0,0,25
St. Mary-Woods,DS,0,0,0
St. Mary-Woods,RS,0,0,0
St. Mary-Woods,MH,17,58,0
St. Mary-Woods,MH,25,32,0
St. Mary-Woods,OH,13,41,0
St. Mary-Woods,MH,5,12,0
St. Mary-Woods,S,4,0,0
St. Mary-Woods,RS,26,33,1
St. Mary-Woods,S,4,1,0
St. Mary-Woods,OH,32,6,13
St. Mary-Woods,L,41,29,2
St. Mary-Woods,DS,0,0,4
St. Mary-Woods,L,20,0,0
St. Mary-Woods,DS,40,0,0
St. Mary-Woods,DS,0,2,8
St. Mary-Woods,DS,0,0,4
St. Mary-Woods,DS,#VALUE!,#VALUE!,#VALUE!
St. Mary-Woods,OH,32,0,0
St. Mary-Woods,S,#VALUE!,#VALUE!,#VALUE!
St. Mary-Woods,S,8,2,0
St. Mary-Woods,S,#VALUE!,#VALUE!,#VALUE!
St. Mary-Woods,MH,3,0,0
St. Mary-Woods,RS,24,54,0
St. Thomas,LB,1,0,37
St. Thomas,RS,49,39,0
St. Thomas,MB,32,48,0
St. Thomas,MB,35,58,0
St. Thomas,OH,37,20,11
St. Thomas,OH,67,19,30
St. Thomas,MB,34,58,0
St. Thomas,OH,5,2,33
St. Thomas,LB,0,0,1
St. Thomas,LB,0,0,0
St. Thomas,S,0,0,0
St. Thomas,S,1,4,0
St. Thomas,LB,#VALUE!,#VALUE!,#VALUE!
St. Thomas,OH,27,18,0
St. Thomas,LB,0,0,7
St. Thomas,S,#VALUE!,#VALUE!,#VALUE!
St. Thomas,RS,30,23,0
St. Thomas,S,0,0,0
St. Thomas,LB,0,0,3
Stephens,RS,25,7,0
Stephens,OH,45,7,38
Stephens,MB,37,41,1
Stephens,OH,60,15,48
Stephens,S,1,0,0
Stephens,S,12,15,0
Stephens,DS,1,1,72
Stephens,DS,5,0,0
Stephens,DS,2,0,0
Stephens,S,7,2,2
Stephens,MH/RS,5,10,0
Stephens,DS,0,0,41
Stephens,MB,50,43,5
Stephens,S,0,0,0
Sterling,MH,9,20,1
Sterling,DS,2,0,44
Sterling,OH,0,0,0
Sterling,S,2,0,0
Sterling,S,0,0,38
Sterling,DS,1,0,41
Sterling,DS,0,0,0
Sterling,OH,29,35,7
Sterling,DS,0,0,0
Sterling,DS,0,0,0
Sterling,DS,10,0,0
Sterling,OH,61,23,0
Sterling,S,1,0,0
Sterling,OH,22,12,10
Sterling,OH,4,0,2
Sterling,DS,0,0,0
Sterling,DS,19,59,7
Sterling,OH,0,0,0
Sterling,S,2,6,0
Sterling,OH,23,27,22
Sterling,MH,44,49,13
Sterling,DS,0,0,0
Stillman,S/DS,7,4,9
Stillman,OH/S,9,5,12
Stillman,S,5,15,11
Stillman,MB/OH,9,5,2
Stillman,MB/OH,20,24,12
Stillman,L/DS,1,0,5
Stillman,OH/MB,0,0,10
Stillman,DS,9,12,9
Stillman,OH/MB,6,0,0
Stillman,DS,0,0,0
Stillman,DS,0,0,0
Stillman,OH,8,14,2
Stillman,S,1,0,26
Stillman,OH,0,2,9
Tabor,OH,43,15,10
Tabor,S,13,16,1
Tabor,OH,52,7,33
Tabor,DS,0,0,1
Tabor,S,0,0,0
Tabor,S,1,5,0
Tabor,RS,16,25,2
Tabor,DS,1,0,52
Tabor,DS,2,0,38
Tabor,RS,44,28,0
Tabor,MB,29,34,0
Tabor,S,23,5,1
Tabor,MB,10,30,0
Tabor,OH,65,15,54
Tabor,DS,1,0,18
Tabor,OH,31,16,8
Tabor,S,#VALUE!,#VALUE!,#VALUE!
Talladega,OH,61,12,27
Talladega,OH/RS,47,25,11
Talladega,OH/DS,6,0,9
Talladega,S/DS,0,0,6
Talladega,S,5,3,1
Talladega,OH,29,14,16
Talladega,RS/OH,13,12,3
Talladega,RS,16,22,9
Talladega,DS/L,1,0,52
Talladega,S,5,2,0
Talladega,MB,33,58,1
Talladega,MB,32,38,0
Talladega,DS,1,0,21
Talladega,MB/RS,16,15,1
Taylor,DS,3,0,12
Taylor,RS,0,0,0
Taylor,OH,50,18,0
Taylor,OH,#VALUE!,#VALUE!,#VALUE!
Taylor,OH,#VALUE!,#VALUE!,#VALUE!
Taylor,OH,57,47,27
Taylor,DS,1,0,7
Taylor,MH,37,48,1
Taylor,OH,28,6,0
Taylor,S,0,0,0
Taylor,DS,0,0,23
Taylor,S,10,0,0
Taylor,MH,24,64,0
Taylor,DS,1,0,21
Taylor,RS,74,39,1
Taylor,OH,0,0,0
Taylor,MH,28,94,0
Taylor,S,18,38,0
Taylor,L,0,0,9
Tennessee Southern,DS,0,0,41
Tennessee Southern,S,0,0,5
Tennessee Southern,OH,47,20,41
Tennessee Southern,DS,0,0,62
Tennessee Southern,OH,50,13,29
Tennessee Southern,OH/RS,30,62,2
Tennessee Southern,MB,23,33,0
Tennessee Southern,RS/MB,13,8,0
Tennessee Southern,OH,64,46,19
Tennessee Southern,S,24,13,0
Tennessee Southern,S,7,16,1
Tennessee Southern,MB,1,0,0
Tennessee Southern,DS,17,20,2
Tennessee Wesleyan,DS,0,0,8
Tennessee Wesleyan,DS,3,0,4
Tennessee Wesleyan,DS/L,0,0,53
Tennessee Wesleyan,MH,16,44,0
Tennessee Wesleyan,DS,0,0,22
Tennessee Wesleyan,OH/RS,20,17,4
Tennessee Wesleyan,OH/RS,49,15,41
Tennessee Wesleyan,S,0,0,1
Tennessee Wesleyan,OH/RS,29,15,22
Tennessee Wesleyan,S,5,0,0
Tennessee Wesleyan,S,0,0,0
Tennessee Wesleyan,MH,22,30,0
Tennessee Wesleyan,OH,28,14,29
Tennessee Wesleyan,DS,0,0,2
Tennessee Wesleyan,S,4,0,0
Tennessee Wesleyan,DS,0,0,39
Tennessee Wesleyan,MH,11,21,0
Texas Wesleyan,MB,30,71,1
Texas Wesleyan,OH/DS,4,1,40
Texas Wesleyan,MB,24,48,0
Texas Wesleyan,RS,4,0,0
Texas Wesleyan,S,0,0,0
Texas Wesleyan,DS,1,0,44
Texas Wesleyan,DS,1,0,15
Texas Wesleyan,RS/MB,27,30,0
Texas Wesleyan,MB/RS,11,32,1
Texas Wesleyan,S,6,7,1
Texas Wesleyan,S,1,0,0
Texas Wesleyan,RS,48,38,0
Texas Wesleyan,OH/DS,0,1,44
Texas Wesleyan,OH,51,24,5
Texas Wesleyan,OH,39,10,5
Texas Wesleyan,OH,48,15,1
Texas Wesleyan,MB/RS,34,23,0
Texas Wesleyan,MB/OH,38,52,0
The Master's,OP,28,49,0
The Master's,MB,49,36,64
The Master's,LB,0,0,42
The Master's,OP,0,0,5
The Master's,L/DS,0,0,2
The Master's,MB,22,38,0
The Master's,OH,0,0,0
The Master's,MB,40,64,1
The Master's,MB,32,70,0
The Master's,OP,4,14,0
The Master's,DS,0,0,3
The Master's,S,1,0,0
The Master's,MB/OH,11,5,1
The Master's,OH,54,20,67
The Master's,OP,2,2,0
The Master's,S,3,7,0
Thomas More,DS,0,0,48
Thomas More,DS,0,0,0
Thomas More,MB,10,0,0
Thomas More,MH,46,70,0
Thomas More,MB,18,0,0
Thomas More,DS,2,2,26
Thomas More,OH,28,18,5
Thomas More,OH,47,46,0
Thomas More,DS,1,0,38
Thomas More,S/RS,0,0,0
Thomas More,MB/OH,47,18,3
Thomas More,DS/S/RS,0,0,10
Thomas More,DS,0,0,0
Thomas More,N/A,0,0,0
Thomas More,MB/RS,0,0,0
Thomas More,RS,48,28,2
Thomas More,S,11,25,1
Thomas More,N/A,0,0,0
Thomas More,N/A,#VALUE!,#VALUE!,#VALUE!
Thomas More,N/A,27,17,0
Thomas More,DS,0,0,30
Thomas More,N/A,50,28,4
Thomas More,N/A,28,14,0
Thomas More,N/A,100,0,0
Thomas More,N/A,#VALUE!,#VALUE!,#VALUE!
Tougaloo,MB,16,23,0
Tougaloo,OH,56,18,20
Tougaloo,S/RS,15,13,3
Tougaloo,RS/MB,4,0,0
Tougaloo,L/DS,0,0,56
Tougaloo,RS/MB,20,17,15
Tougaloo,RS/OH,13,9,19
Tougaloo,DS/L,2,0,12
Tougaloo,DS/S/L,8,0,51
Tougaloo,OH,17,13,6
Tougaloo,MB,18,25,1
Tougaloo,DS/RS,2,0,31
Trinity Christian,DS,0,0,61
Trinity Christian,DS,0,0,31
Trinity Christian,S/DS,5,0,0
Trinity Christian,L/DS,0,0,31
Trinity Christian,S,8,10,0
Trinity Christian,MB,19,22,1
Trinity Christian,OH/OPP,10,20,2
Trinity Christian,MB,38,12,75
Trinity International,OH,54,12,82
Trinity International,RS,27,25,1
Trinity International,DS,0,0,55
Trinity International,DS,0,0,1
Trinity International,DS,2,0,0
Trinity International,MB,29,19,3
Trinity International,MB,#VALUE!,#VALUE!,#VALUE!
Trinity International,MB,#VALUE!,#VALUE!,#VALUE!
Trinity International,S,0,0,0
Trinity International,OH,13,20,4
Trinity International,S,4,3,0
Trinity International,S,0,0,0
Trinity International,DS,0,0,6
Trinity International,OH,#VALUE!,#VALUE!,#VALUE!
Trinity International,OH,80,26,57
Trinity International,MB,22,43,1
Trinity International,S,0,35,0
Trinity International,DS,#VALUE!,#VALUE!,#VALUE!
Trinity International,MB,6,14,0
Trinity International,MB,38,32,3
Trinity International,MB,6,31,0
Trinity International,DS,0,0,0
Trinity International,DS,#VALUE!,#VALUE!,#VALUE!
Truett McConnell,OH,41,21,16
Truett McConnell,OPP,7,17,0
Truett McConnell,DS,0,0,0
Truett McConnell,OH/MB,4,0,0
Truett McConnell,OPP,0,0,0
Truett McConnell,DS,0,0,6
Truett McConnell,MB/OH,41,42,1
Truett McConnell,S/OPP,5,16,3
Truett McConnell,S/DS,2,0,0
Truett McConnell,OH,2,0,0
Truett McConnell,OH,61,28,55
Truett McConnell,DS,0,0,1
Truett McConnell,MB,0,0,0
Truett McConnell,S,0,0,0
Truett McConnell,S/OPP,1,0,25
Truett McConnell,MB,10,23,0
Truett McConnell,DS,1,0,23
Truett McConnell,OPP,2,7,0
Truett McConnell,DS/OH,5,0,0
Truett McConnell,OPP/OH,26,7,5
Truett McConnell,MB,41,50,1
Truett McConnell,DS,0,0,15
Truett McConnell,OH/DS,32,15,36
Truett McConnell,S/DS,#VALUE!,#VALUE!,#VALUE!
Truett McConnell,S/DS,0,0,61
Truett McConnell,DS,0,0,0
Truett McConnell,DS,0,0,0
Truett McConnell,OH,#VALUE!,#VALUE!,#VALUE!
Truett McConnell,DS,#VALUE!,#VALUE!,#VALUE!
Truett McConnell,DS,#VALUE!,#VALUE!,#VALUE!
UC Merced,MB,50,35,15
UC Merced,S,1,0,0
UC Merced,OH,14,2,3
UC Merced,L,0,0,29
UC Merced,DS,1,0,40
UC Merced,L/DS,0,0,11
UC Merced,OH,11,3,36
UC Merced,OH,18,5,17
UC Merced,DS/L,0,0,25
UC Merced,S/OH,30,25,4
UC Merced,MB,27,51,1
UC Merced,S,0,0,0
UC Merced,RS,19,12,0
UC Merced,OH,36,20,13
UC Merced,S,1,0,0
UC Merced,MB,24,56,1
UC Merced,RS,29,23,3
UC Merced,OH,2,0,1
Union,OH/RS,37,20,8
Union,DS,0,0,1
Union,RS/OH,20,11,7
Union,L/RS,0,0,43
Union,OH/RS,30,19,14
Union,DS/RS,0,71,0
Union,MH/RS,4,14,0
Union,S/RS,0,0,0
Union,DS/OH,0,0,26
Union,MH/OH,52,64,30
Union,S/DS,1,0,42
Union,OH/RS,55,24,12
Union,S/DS,4,2,4
Union,MH/OH,24,41,5
Union,S/RS,3,4,0
Union,DS/L,0,1,8
Union,S/DS,2,0,3
Union,DS/OH,1,0,41
University of Health Sciences and Pharmacy,OH,20,8,2
University of Health Sciences and Pharmacy,DS,0,0,29
University of Health Sciences and Pharmacy,DS,15,5,44
University of Health Sciences and Pharmacy,DS,0,0,68
University of Health Sciences and Pharmacy,DS,0,0,39
University of Health Sciences and Pharmacy,OH/DS,39,13,12
University of Health Sciences and Pharmacy,S,3,8,0
University of Health Sciences and Pharmacy,DS,0,0,22
University of Health Sciences and Pharmacy,OH/MB,35,23,6
University of Health Sciences and Pharmacy,S,9,8,0
University of Health Sciences and Pharmacy,MB,45,33,0
University of Health Sciences and Pharmacy,DS,10,0,0
University of Health Sciences and Pharmacy,MB,16,27,0
University of Health Sciences and Pharmacy,MB,0,23,0
University of Health Sciences and Pharmacy,OH,28,10,12
University of Health Sciences and Pharmacy,MB/RS,38,14,1
University of Health Sciences and Pharmacy,RS,30,17,0
University of Health Sciences and Pharmacy,RS,36,30,2
University of Health Sciences and Pharmacy,DS,3,0,0
University of Health Sciences and Pharmacy,RS,#VALUE!,#VALUE!,#VALUE!
University of Health Sciences and Pharmacy,MB/RS,#VALUE!,#VALUE!,#VALUE!
University of Northwestern Ohio,OH,1,0,9
University of Northwestern Ohio,MB,31,32,0
University of Northwestern Ohio,DS,1,0,55
University of Northwestern Ohio,OH,0,0,29
University of Northwestern Ohio,DS,0,0,53
University of Northwestern Ohio,S,11,9,0
University of Northwestern Ohio,OH,61,18,63
University of Northwestern Ohio,OH,60,25,12
University of Northwestern Ohio,MB,34,40,5
University of Northwestern Ohio,MB,28,45,0
University of Northwestern Ohio,OH,37,18,37
University of Northwestern Ohio,S,0,0,0
University of Northwestern Ohio,S,#VALUE!,#VALUE!,#VALUE!
University of Northwestern Ohio,MB,26,36,0
University of Northwestern Ohio,DS,0,0,0
Valley City State,MB,71,30,9
Valley City State,DS,0,0,0
Valley City State,DS,0,0,0
Valley City State,S,1,0,32
Valley City State,OH,36,61,0
Valley City State,OH,3,0,44
Valley City State,S,1,0,1
Valley City State,MB,39,43,66
Valley City State,OH,28,31,0
Valley City State,OH,42,30,9
Valley City State,DS,0,0,0
Valley City State,S,16,23,3
Valley City State,DS,3,2,68
Vanguard,DS,0,0,8
Vanguard,LB,0,0,14
Vanguard,S,0,0,0
Vanguard,S,1,0,0
Vanguard,OH,35,9,8
Vanguard,OH,31,39,0
Vanguard,MB,37,66,3
Vanguard,DS,0,0,3
Vanguard,OH,34,31,0
Vanguard,OH,52,19,59
Vanguard,MB,22,58,1
Vanguard,OH,12,0,1
Vanguard,OH,60,30,73
Vanguard,MB,0,0,0
Vanguard,OH,5,89,0
Vanguard,S,0,0,0
Vanguard,OH,0,23,0
Vanguard,DS,0,0,58
Vanguard,OH,36,37,0
Vanguard,DS,0,0,2
Viterbo,S,3,0,0
Viterbo,MH,43,63,0
Viterbo,OH,73,25,39
Viterbo,RS,12,12,0
Viterbo,DS,0,0,69
Viterbo,MH,6,17,0
Viterbo,OH,0,0,0
Viterbo,DS,0,0,0
Viterbo,DS,0,0,2
Viterbo,OH,3,5,0
Viterbo,DS,61,27,27
Viterbo,MH,1,0,72
Viterbo,MH,31,32,1
Waldorf,OH,63,17,49
Waldorf,S,0,0,0
Waldorf,DS,0,0,7
Waldorf,OH,40,0,0
Waldorf,RS,17,7,2
Waldorf,DS,0,0,22
Waldorf,MB,39,72,2
Waldorf,OH,40,26,0
Waldorf,S/RS,#VALUE!,#VALUE!,#VALUE!
Waldorf,MB,22,30,0
Waldorf,S,8,20,0
Waldorf,RS,48,30,9
Waldorf,DS,0,0,2
Waldorf,OH,19,12,25
Waldorf,DS,0,0,28
Waldorf,MB,31,56,0
Waldorf,MB,#VALUE!,#VALUE!,#VALUE!
Waldorf,S,2,0,0
Waldorf,S/DS,#VALUE!,#VALUE!,#VALUE!
Walla Walla,OH,10,20,9
Walla Walla,RS,11,12,13
Walla Walla,DS,0,0,0
Walla Walla,L,0,0,7
Walla Walla,S,0,2,1
Walla Walla,MB,62,49,33
Walla Walla,OH,9,12,9
Walla Walla,OH,4,7,2
Walla Walla,RS,6,17,1
Walla Walla,DS,0,0,12
Walla Walla,DS,0,0,19
Walla Walla,S,0,0,0
Walla Walla,OH,7,11,15
Walla Walla,OH,66,13,33
Warner,S,0,0,1
Warner,DS/L,1,0,30
Warner,OH/S,0,2,4
Warner,L,0,0,56
Warner,DS/L,0,0,0
Warner,OP,14,19,0
Warner,MB,10,25,0
Warner,OH,26,47,0
Warner,DS/L,1,0,21
Warner,OH/DS,28,15,36
Warner,DS/L,0,0,0
Warner,OH,18,6,8
Warner,DS,0,0,0
Warner,OH,20,45,0
Warner,OH,32,18,7
Warner,S,2,8,0
Warner,OH,32,9,13
Warner,S/OH,2,4,2
Warner,MB,11,0,0
Warner,OH/DS,5,4,3
Warner,DS/S,10,0,0
Warner,DS/L,0,0,0
Warner,M/OH,47,51,6
Warner,DS,#VALUE!,#VALUE!,#VALUE!
Warner Pacific,DS,#VALUE!,#VALUE!,#VALUE!
Warner Pacific,S,0,0,0
Warner Pacific,OH,48,10,40
Warner Pacific,OH,24,5,23
Warner Pacific,MB,14,29,0
Warner Pacific,DS,0,1,22
Warner Pacific,DS,0,0,50
Warner Pacific,MB,7,38,0
Warner Pacific,UT,12,12,1
Warner Pacific,DS,4,0,15
Warner Pacific,S,3,5,0
Warner Pacific,S,0,0,0
Warner Pacific,MB,38,33,4
Washington Adventist,DS,0,0,0
Washington Adventist,MB,8,10,0
Washington Adventist,DS,0,0,0
Washington Adventist,OH,5,5,0
Washington Adventist,OH,0,2,3
Washington Adventist,DS,0,0,3
Washington Adventist,MB,36,50,15
Washington Adventist,MB,7,18,1
Washington Adventist,S,1,4,0
Washington Adventist,L,21,10,18
Washington Adventist,S,2,2,5
Washington Adventist,OH,32,16,11
Wayland Baptist,S,3,4,2
Wayland Baptist,L/DS,0,0,27
Wayland Baptist,MH,41,58,0
Wayland Baptist,OH,3,2,10
Wayland Baptist,OH,31,27,30
Wayland Baptist,MH,45,71,1
Wayland Baptist,OH,16,33,32
Wayland Baptist,OH,41,64,10
Wayland Baptist,S,13,37,0
Wayland Baptist,L/DS,0,0,32
Wayland Baptist,DS,#VALUE!,#VALUE!,#VALUE!
Wayland Baptist,DS,0,2,37
Wayland Baptist,S,0,0,0
Wayland Baptist,OH,#VALUE!,#VALUE!,#VALUE!
Webber International,OH/OPP,36,17,29
Webber International,L/DS,0,0,4
Webber International,S,6,2,0
Webber International,L,1,0,24
Webber International,S,5,0,1
Webber International,OH/DS,1,1,3
Webber International,MB,33,72,1
Webber International,OH/OPP,6,0,2
Webber International,OH/OPP,1,0,27
Webber International,S/OPP,8,12,0
Webber International,OH/DS,1,0,55
Webber International,OH,31,13,9
Webber International,OH,49,37,36
Webber International,MB,23,37,0
Webber International,DS,0,0,0
Webber International,OH/MB,17,30,1
Webber International,MB,31,57,0
Webber International,OPP,28,25,2
Webber International,OH,43,35,1
Westcliff,OH,41,13,35
Westcliff,MB,14,54,1
Westcliff,OH,11,0,0
Westcliff,MB,18,39,0
Westcliff,DS/L,0,0,1
Westcliff,OH,27,10,20
Westcliff,MB,19,58,0
Westcliff,S,1,0,0
Westcliff,OH,61,48,1
Westcliff,OH,30,21,17
Westcliff,OH,22,20,0
Westcliff,OH,52,23,10
Westcliff,DS/L,1,0,39
Westcliff,Oppo/DS,1,1,0
Westcliff,DS/L,1,0,49
Westcliff,S,6,7,0
Westcliff,OH,1,0,0
Westcliff,S,6,0,0
Westcliff,DS/OH,0,0,1
Westcliff,OH,6,0,0
Westcliff,S,4,0,0
Westcliff,MB,#VALUE!,#VALUE!,#VALUE!
Westcliff,DS/L,#VALUE!,#VALUE!,#VALUE!
Westmont,S,3,0,0
Westmont,LB,0,0,45
Westmont,OH,0,0,0
Westmont,MH,17,53,0
Westmont,MH,34,39,0
Westmont,LB,0,0,41
Westmont,DS,0,0,2
Westmont,MH,50,67,1
Westmont,OH,28,37,0
Westmont,S,4,0,0
Westmont,MH,30,64,1
Westmont,OH,7,0,0
Westmont,OH,59,13,66
Westmont,OH,47,20,25
Wiley,MB,36,49,11
Wiley,RS,6,23,12
Wiley,L/DS,2,0,60
Wiley,OH,5,23,0
Wiley,RS,0,0,11
Wiley,MB,63,14,37
Wiley,S,6,26,13
Wiley,S,7,45,0
Wiley,OH,1,0,0
Wiley,L/DS,4,6,0
Wiley,MB/RS,35,17,17
Wiley,RS,1,0,14
William Penn,OH,14,13,0
William Penn,OH,26,20,12
William Penn,S,3,0,0
William Penn,RS,15,0,0
William Penn,MH,42,69,2
William Penn,OH,38,18,39
William Penn,DS,3,0,0
William Penn,OH,62,36,60
William Penn,DS,10,0,0
William Penn,DS,24,23,6
William Penn,DS,0,0,58
William Penn,DS,0,0,39
William Penn,MH,36,61,1
William Penn,S,1,0,0
William Penn,DS,11,5,22
William Penn,OH,45,64,4
William Penn,DS,0,0,0
William Penn,S,4,0,0
William Penn,MH,21,43,0
William Woods,OH,17,7,6
William Woods,OH,23,26,0
William Woods,DS,0,0,30
William Woods,RS,28,38,0
William Woods,S,0,2,0
William Woods,S,7,8,0
William Woods,MH,34,84,2
William Woods,OH,28,29,2
William Woods,DS,0,0,1
William Woods,DS,0,0,70
William Woods,OH,40,48,1
William Woods,MH,21,45,0
William Woods,S,3,5,0
William Woods,S,4,0,0
William Woods,MH,21,76,0
William Woods,RS,27,56,0
William Woods,OH,36,17,8
William Woods,S,0,0,0
William Woods,MH,41,24,75
William Woods,OH,0,0,18
Williams Baptist,S,3,0,0
Williams Baptist,DS/L,#VALUE!,#VALUE!,#VALUE!
Williams Baptist,S,5,0,1
Williams Baptist,S,#VALUE!,#VALUE!,#VALUE!
Williams Baptist,DS,1,0,63
Williams Baptist,DS,0,0,42
Williams Baptist,RS,11,3,16
Williams Baptist,DS,0,0,24
Williams Baptist,MH,#VALUE!,#VALUE!,#VALUE!
Williams Baptist,DS,1,0,4
Williams Baptist,DS/Libero,#VALUE!,#VALUE!,#VALUE!
Williams Baptist,DS,0,0,4
Williams Baptist,OH,59,14,5
Williams Baptist,S/H,1,0,0
Williams Baptist,MH,21,25,3
Williams Baptist,S,1,0,2
Williams Baptist,DS,0,0,35
Williams Baptist,H,24,5,1
Williams Baptist,RS,#VALUE!,#VALUE!,#VALUE!
Williams Baptist,MH/OH,29,13,2
Williams Baptist,MH/OH,21,10,0
Williams Baptist,MH/MB,26,31,0
Williams Baptist,OH/RS/MH,#VALUE!,#VALUE!,#VALUE!
WVU Tech,MH,26,21,0
WVU Tech,RS,40,43,1
WVU Tech,DS,0,0,9
WVU Tech,S,2,0,26
WVU Tech,DS,3,0,47
WVU Tech,OH,26,30,0
WVU Tech,S,9,9,1
WVU Tech,UT,13,10,12
WVU Tech,OH,53,15,34
WVU Tech,DS,14,9,7
WVU Tech,LS,1,0,13
WVU Tech,LB,1,0,63
WVU Tech,DS,0,0,0
WVU Tech,LB,51,11,20
WVU Tech,OH,37,21,0
WVU Tech,OH,46,27,5
Xavier,LB,0,0,42
Xavier,MB,26,68,0
Xavier,DS,0,0,3
Xavier,OH,32,29,2
Xavier,S,0,0,0
Xavier,OH,74,15,44
Xavier,RS,6,41,0
Xavier,OH,54,29,21
Xavier,OH,0,0,0
Xavier,OH,49,28,22
Xavier,S,2,0,0
Xavier,S,2,2,0
Xavier,OH,45,22,1
Xavier,DS,#VALUE!,#VALUE!,#VALUE!
Xavier,MB,21,64,0
Xavier,LB,0,1,2
Xavier,MB,16,39,0
Xavier,MB,10,44,0
Xavier,S,4,0,0
York,S,0,0,0
York,MH,6,0,0
York,DS,44,17,50
York,MB,6,0,0
York,MH,23,35,8
York,S,1,1,1
York,DS,2,0,42
York,RS,54,28,20
York,DS,0,0,13
York,S,0,23,0
York,MB,15,58,1
York,OH,20,9,3
York,MB,30,51,0
York,S,4,7,0
York,MH,8,0,0
York,DS,0,0,38
York,RS,10,17,0
York,DS,0,0,2
York,OH,32,19,14
